gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,occyp_type,family_size,begin_month,credit,credit_card_count,before_EMPLOYED_year,Age,DAYS_BIRTH_month,EMPLOYED,begin_year,cluster
M,Y,Y,1,310500.0,Working,Higher education,Married,House / apartment,11023,3093,IT staff,3.0,18.0,1.0,3,21,30,7.0,8,1.0,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,17343,938,Sales staff,2.0,47.0,1.0,6,44,47,2.0,2,3.0,1
F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,12757,4887,Core staff,4.0,22.0,2.0,3,21,34,5.0,13,1.0,0
M,N,Y,0,252000.0,Working,Higher education,Married,House / apartment,16482,1051,Core staff,2.0,10.0,2.0,1,42,45,9.0,2,0.0,1
F,N,N,0,103500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,14719,4082,Core staff,2.0,53.0,2.0,1,29,40,10.0,11,4.0,2
M,Y,N,1,315000.0,State servant,Higher education,Married,Municipal apartment,9095,926,Core staff,3.0,22.0,1.0,6,22,24,3.0,2,1.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,11090,321,Sales staff,2.0,51.0,2.0,3,29,30,9.0,0,4.0,0
F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,16499,2391,Laborers,3.0,2.0,1.0,2,38,45,9.0,6,0.0,2
F,Y,Y,1,207000.0,Working,Higher education,Married,House / apartment,10791,2478,Accountants,3.0,41.0,2.0,3,22,29,11.0,6,3.0,0
M,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,10192,1600,Sales staff,1.0,3.0,1.0,2,23,27,3.0,4,0.0,0
M,Y,N,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,14750,89,Drivers,3.0,31.0,1.0,3,40,40,11.0,0,2.0,2
F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16954,3201,Sales staff,2.0,46.0,2.0,1,37,46,1.0,8,3.0,2
F,N,N,2,225000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,12378,670,Sales staff,3.0,11.0,2.0,3,32,33,4.0,1,0.0,2
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20193,3154,Sales staff,2.0,20.0,2.0,1,46,55,1.0,8,1.0,1
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,15813,1345,Laborers,3.0,18.0,2.0,1,39,43,11.0,3,1.0,2
M,Y,N,0,540000.0,Commercial associate,Incomplete higher,Married,House / apartment,14342,1365,Managers,2.0,20.0,2.0,1,35,39,10.0,3,1.0,2
M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,13424,4754,Laborers,2.0,3.0,1.0,5,23,36,3.0,13,0.0,0
F,Y,Y,0,315000.0,State servant,Higher education,Married,House / apartment,19571,1081,Drivers,2.0,8.0,2.0,7,50,53,4.0,2,0.0,1
F,N,N,0,171000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,19570,1625,Laborers,1.0,46.0,2.0,3,49,53,4.0,4,3.0,1
M,Y,N,1,202500.0,Working,Incomplete higher,Married,House / apartment,11745,231,Drivers,3.0,43.0,1.0,7,31,32,7.0,0,3.0,0
F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,11680,3695,Sales staff,3.0,57.0,2.0,1,21,32,5.0,10,4.0,0
M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16270,460,Drivers,1.0,6.0,2.0,6,43,44,2.0,1,0.0,1
F,Y,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,15379,796,Core staff,3.0,48.0,1.0,1,39,42,8.0,2,4.0,2
M,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,17395,424,Drivers,2.0,3.0,1.0,1,46,47,3.0,1,0.0,1
F,N,Y,1,157500.0,Working,Incomplete higher,Married,House / apartment,10508,139,Core staff,3.0,28.0,2.0,2,28,28,2.0,0,2.0,0
F,N,Y,1,72000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,19812,2256,Cleaning staff,3.0,11.0,2.0,1,48,54,0.0,6,0.0,1
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,18571,2970,Medicine staff,2.0,35.0,1.0,4,42,50,7.0,8,2.0,1
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,12443,1618,Core staff,3.0,24.0,2.0,1,29,34,6.0,4,2.0,0
M,N,N,0,157500.0,Working,Lower secondary,Married,House / apartment,14809,248,Drivers,2.0,21.0,1.0,1,39,40,1.0,0,1.0,2
M,Y,Y,1,216000.0,Working,Secondary / secondary special,Married,Rented apartment,17051,1457,Laborers,3.0,37.0,1.0,8,42,46,4.0,3,3.0,1
F,Y,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,16596,8859,Laborers,2.0,9.0,1.0,1,21,45,1.0,24,0.0,3
F,N,N,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,15448,8140,Laborers,3.0,13.0,2.0,1,20,42,10.0,22,1.0,3
M,Y,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17147,1982,Sales staff,3.0,6.0,2.0,3,41,46,7.0,5,0.0,1
M,Y,Y,1,315000.0,Working,Higher education,Separated,House / apartment,16166,2531,Managers,2.0,35.0,2.0,9,37,44,10.0,6,2.0,2
M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,10905,1873,Laborers,4.0,50.0,2.0,1,24,29,3.0,5,4.0,0
F,N,Y,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,16359,4342,Core staff,3.0,48.0,1.0,8,32,44,5.0,11,4.0,2
F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12674,656,Sales staff,2.0,3.0,1.0,4,32,34,2.0,1,0.0,2
M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,18252,1754,Drivers,1.0,25.0,2.0,1,45,50,8.0,4,2.0,1
F,Y,Y,1,157500.0,Working,Higher education,Married,With parents,10845,521,High skill tech staff,3.0,35.0,2.0,6,28,29,1.0,1,2.0,0
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,12257,1463,Laborers,2.0,20.0,2.0,7,29,33,0.0,4,1.0,0
F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,13584,6337,Medicine staff,4.0,48.0,2.0,7,19,37,8.0,17,4.0,3
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,20993,1874,Laborers,2.0,2.0,1.0,1,52,57,3.0,5,0.0,1
M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,14778,3322,Core staff,1.0,39.0,2.0,1,31,40,0.0,9,3.0,2
M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,15016,3411,Laborers,4.0,39.0,2.0,1,31,41,8.0,9,3.0,2
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,18975,751,Core staff,2.0,54.0,2.0,4,49,51,8.0,2,4.0,1
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,11067,2208,Managers,2.0,7.0,1.0,2,24,30,8.0,6,0.0,0
F,N,Y,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,23488,5150,Cleaning staff,2.0,44.0,1.0,2,50,64,2.0,14,3.0,1
F,N,Y,2,157500.0,Working,Secondary / secondary special,Separated,House / apartment,13716,1325,Laborers,3.0,31.0,2.0,2,33,37,1.0,3,2.0,2
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,8396,1509,Core staff,1.0,32.0,2.0,4,18,23,3.0,4,2.0,0
M,Y,Y,0,292500.0,Working,Higher education,Civil marriage,House / apartment,16573,1616,Managers,2.0,9.0,2.0,5,40,45,0.0,4,0.0,2
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,17708,5555,Laborers,2.0,16.0,2.0,8,33,48,2.0,15,1.0,3
F,Y,N,1,171000.0,Commercial associate,Higher education,Married,House / apartment,11082,1976,Accountants,3.0,21.0,1.0,5,24,30,9.0,5,1.0,0
F,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,11836,4646,Medicine staff,2.0,42.0,2.0,2,19,32,10.0,12,3.0,0
F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,22179,7622,Managers,2.0,37.0,1.0,8,39,60,7.0,20,3.0,3
F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,11981,2965,Accountants,3.0,58.0,2.0,6,24,32,3.0,8,4.0,0
F,N,Y,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,13020,3693,Core staff,5.0,38.0,1.0,1,25,35,2.0,10,3.0,0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,14133,185,Sales staff,3.0,7.0,1.0,7,38,38,3.0,0,0.0,2
F,Y,Y,0,180000.0,Working,Higher education,Married,With parents,12627,241,Sales staff,2.0,3.0,1.0,3,33,34,0.0,0,0.0,2
F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,15382,288,Laborers,1.0,1.0,1.0,1,41,42,8.0,0,0.0,2
M,Y,Y,0,900000.0,Commercial associate,Higher education,Married,House / apartment,15295,5498,Managers,2.0,4.0,2.0,3,26,41,5.0,15,0.0,3
F,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,17757,5095,Managers,2.0,53.0,2.0,1,34,48,3.0,13,4.0,3
F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,13071,1344,Sales staff,3.0,39.0,2.0,8,32,35,3.0,3,3.0,2
F,N,N,1,180000.0,Working,Higher education,Married,House / apartment,11630,3769,Laborers,3.0,44.0,2.0,1,21,31,3.0,10,3.0,0
M,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,15647,2514,High skill tech staff,2.0,8.0,1.0,1,35,42,5.0,6,0.0,2
F,N,N,0,225000.0,Working,Higher education,Single / not married,Rented apartment,18173,777,Sales staff,1.0,3.0,1.0,1,47,49,5.0,2,0.0,1
F,N,Y,0,54000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18350,3609,Medicine staff,2.0,47.0,2.0,1,40,50,11.0,9,3.0,1
F,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,8111,1361,High skill tech staff,2.0,9.0,2.0,1,18,22,6.0,3,0.0,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,18374,320,Sales staff,2.0,19.0,2.0,2,49,50,0.0,0,1.0,1
M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20867,1266,Laborers,2.0,54.0,2.0,2,53,57,11.0,3,4.0,1
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,18162,6761,Laborers,2.0,12.0,2.0,2,31,49,5.0,18,1.0,3
F,N,N,0,144000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,15773,2509,Managers,1.0,13.0,2.0,2,36,43,9.0,6,1.0,2
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,10353,1691,Drivers,2.0,38.0,2.0,5,23,28,9.0,4,3.0,0
F,Y,Y,0,54000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,8627,1537,Medicine staff,1.0,34.0,2.0,4,19,23,11.0,4,2.0,0
M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,14998,4663,Laborers,2.0,19.0,1.0,1,28,41,7.0,12,1.0,3
M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,10292,3529,Laborers,2.0,55.0,2.0,2,18,28,7.0,9,4.0,0
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,9412,959,IT staff,2.0,14.0,2.0,4,23,25,1.0,2,1.0,0
F,N,Y,1,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,15749,6367,Cleaning staff,3.0,43.0,1.0,3,25,43,8.0,17,3.0,3
M,Y,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12341,3483,Laborers,4.0,13.0,2.0,2,24,33,3.0,9,1.0,0
F,N,N,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,17630,5080,Cooking staff,2.0,30.0,2.0,2,34,48,11.0,13,2.0,3
F,Y,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,19809,1539,Cleaning staff,1.0,27.0,2.0,1,50,54,0.0,4,2.0,1
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0,58.0,1.0,7,32,34,7.0,1,4.0,2
F,N,Y,2,157500.0,State servant,Higher education,Married,House / apartment,14395,5300,Accountants,4.0,18.0,2.0,2,24,39,11.0,14,1.0,3
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,22895,15713,Medicine staff,2.0,16.0,2.0,1,19,62,7.0,43,1.0,3
M,N,N,0,135000.0,Working,Higher education,Married,House / apartment,15725,3993,Managers,2.0,20.0,2.0,1,32,43,8.0,10,1.0,2
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,16698,1296,Sales staff,2.0,20.0,2.0,1,42,45,4.0,3,1.0,1
F,Y,N,0,450000.0,Commercial associate,Higher education,Married,House / apartment,19783,5521,Managers,2.0,45.0,1.0,2,39,54,11.0,15,3.0,1
F,N,Y,0,382500.0,Working,Secondary / secondary special,Married,House / apartment,17432,1710,Secretaries,2.0,6.0,2.0,4,43,47,5.0,4,0.0,1
M,Y,N,0,382500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,15215,1534,Managers,2.0,12.0,2.0,1,37,41,3.0,4,1.0,2
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,10089,2757,Laborers,3.0,33.0,2.0,4,20,27,0.0,7,2.0,0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,11771,3929,High skill tech staff,4.0,31.0,2.0,2,21,32,8.0,10,2.0,0
F,N,Y,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,13073,4526,Medicine staff,5.0,26.0,2.0,1,23,35,3.0,12,2.0,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13970,2213,Managers,2.0,6.0,2.0,1,32,38,9.0,6,0.0,2
M,N,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,14689,3661,Low-skill Laborers,1.0,15.0,1.0,3,30,40,9.0,10,1.0,2
M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,21388,1830,Security staff,2.0,11.0,1.0,5,53,58,4.0,5,0.0,1
F,N,Y,0,90000.0,Working,Higher education,Single / not married,House / apartment,15329,1371,Core staff,1.0,14.0,1.0,3,38,41,6.0,3,1.0,2
M,Y,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,9076,1281,Laborers,4.0,6.0,1.0,1,21,24,2.0,3,0.0,0
F,N,Y,1,134995.5,Working,Secondary / secondary special,Civil marriage,House / apartment,12813,1897,Laborers,3.0,1.0,1.0,1,29,35,7.0,5,0.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,10344,3072,High skill tech staff,1.0,10.0,2.0,3,19,28,8.0,8,0.0,0
F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,10800,3166,Sales staff,2.0,18.0,2.0,8,20,29,0.0,8,1.0,0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,10018,379,Sales staff,2.0,6.0,1.0,2,26,27,9.0,1,0.0,0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18160,1032,Managers,2.0,22.0,2.0,1,46,49,5.0,2,1.0,1
F,Y,Y,1,99000.0,State servant,Secondary / secondary special,Married,With parents,13612,6091,Medicine staff,3.0,41.0,2.0,1,20,37,9.0,16,3.0,3
M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,19433,521,Core staff,2.0,3.0,2.0,1,51,53,11.0,1,0.0,1
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,17142,2166,Managers,2.0,14.0,2.0,1,41,46,7.0,5,1.0,1
M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,11008,108,Drivers,4.0,39.0,2.0,2,29,30,6.0,0,3.0,0
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,14195,1305,Core staff,4.0,32.0,2.0,2,35,38,5.0,3,2.0,2
M,N,N,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,8946,867,Managers,1.0,26.0,1.0,2,22,24,10.0,2,2.0,0
M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,8722,996,Drivers,3.0,2.0,1.0,2,21,23,2.0,2,0.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,16031,5574,Laborers,2.0,11.0,2.0,2,28,43,6.0,15,0.0,3
F,N,N,0,216000.0,State servant,Higher education,Widow,House / apartment,18408,4242,Core staff,1.0,18.0,1.0,5,38,50,1.0,11,1.0,1
M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,19511,3503,Drivers,2.0,9.0,2.0,5,43,53,2.0,9,0.0,1
F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,10490,796,Laborers,1.0,6.0,2.0,3,26,28,1.0,2,0.0,0
F,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,14883,1010,Sales staff,3.0,19.0,1.0,8,38,40,4.0,2,1.0,2
F,Y,Y,1,126000.0,Commercial associate,Higher education,Married,House / apartment,12566,132,Laborers,3.0,34.0,2.0,1,34,34,10.0,0,2.0,2
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,16215,3567,Sales staff,2.0,6.0,2.0,3,34,44,0.0,9,0.0,2
F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,11206,2514,Core staff,3.0,20.0,2.0,10,23,30,1.0,6,1.0,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,17991,5607,Sales staff,2.0,31.0,2.0,1,33,49,11.0,15,2.0,3
F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,21841,1632,Sales staff,2.0,13.0,2.0,2,55,59,8.0,4,1.0,1
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,14590,1006,Security staff,2.0,49.0,2.0,1,37,39,6.0,2,4.0,2
F,N,Y,0,166500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,16068,2722,Laborers,1.0,55.0,2.0,2,36,44,7.0,7,4.0,2
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,15594,705,Cooking staff,3.0,56.0,2.0,1,40,42,3.0,1,4.0,2
M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,12675,1328,Drivers,3.0,12.0,2.0,10,31,34,2.0,3,1.0,2
F,Y,Y,0,202500.0,Commercial associate,Incomplete higher,Married,House / apartment,15812,4231,Accountants,2.0,22.0,1.0,3,31,43,11.0,11,1.0,2
F,N,Y,2,175500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,16063,7278,High skill tech staff,4.0,4.0,1.0,1,24,44,7.0,19,0.0,3
F,N,Y,0,166500.0,Commercial associate,Higher education,Widow,House / apartment,20422,2328,Cleaning staff,1.0,32.0,2.0,5,49,55,8.0,6,2.0,1
F,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13399,1386,High skill tech staff,3.0,40.0,2.0,1,32,36,2.0,3,3.0,2
F,N,Y,0,63000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,19708,7500,Cooking staff,2.0,33.0,2.0,2,33,53,8.0,20,2.0,3
F,N,Y,0,166500.0,Working,Higher education,Single / not married,House / apartment,16427,7104,High skill tech staff,1.0,4.0,1.0,2,25,45,7.0,19,0.0,3
M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,16310,613,Laborers,1.0,22.0,2.0,1,43,44,3.0,1,1.0,1
F,N,Y,2,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,12724,2635,Core staff,4.0,29.0,2.0,4,27,34,4.0,7,2.0,0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,15760,1858,Sales staff,3.0,35.0,2.0,2,38,43,9.0,5,2.0,2
M,Y,N,0,157500.0,Working,Higher education,Separated,House / apartment,10510,2105,Accountants,1.0,28.0,1.0,2,23,28,2.0,5,2.0,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,17202,1787,Sales staff,2.0,7.0,1.0,14,42,47,9.0,4,0.0,1
M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,19551,1927,Laborers,2.0,46.0,1.0,1,48,53,3.0,5,3.0,1
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,14530,4675,Managers,2.0,10.0,2.0,3,27,39,4.0,12,0.0,2
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,18325,1256,Laborers,2.0,31.0,1.0,7,46,50,10.0,3,2.0,1
F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,14810,1655,Laborers,2.0,48.0,2.0,5,36,40,1.0,4,4.0,2
F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,17623,9260,Medicine staff,1.0,13.0,2.0,1,22,48,11.0,25,1.0,3
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,13570,3626,Accountants,2.0,42.0,1.0,3,27,37,8.0,9,3.0,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,11681,1281,Laborers,3.0,11.0,2.0,1,28,32,5.0,3,0.0,0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,11664,1466,Drivers,1.0,32.0,1.0,1,27,31,4.0,4,2.0,0
F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,8842,312,High skill tech staff,2.0,3.0,2.0,1,23,24,6.0,0,0.0,0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15851,2317,Managers,3.0,49.0,2.0,2,37,43,0.0,6,4.0,2
F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,17988,630,Sales staff,2.0,7.0,2.0,1,47,49,11.0,1,0.0,1
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,19782,2483,Drivers,2.0,33.0,1.0,2,47,54,11.0,6,2.0,1
F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,12116,553,Managers,2.0,50.0,2.0,3,31,33,7.0,1,4.0,0
F,Y,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,15155,1943,Cooking staff,4.0,10.0,2.0,1,36,41,1.0,5,0.0,2
F,N,Y,2,202500.0,Commercial associate,Higher education,Married,House / apartment,14925,1069,Managers,4.0,2.0,1.0,1,37,40,5.0,2,0.0,2
